COURSE CODE,TITLE,SLOT
CSE4037,Reinforcement Learning,L23+L24
CSE4037,Reinforcement Learning,L31+L32
CSE4037,Reinforcement Learning,L33+L34
CSE4037,Reinforcement Learning,L35+L36
CSE4037,Reinforcement Learning,L37+L38
CSE4037,Reinforcement Learning,L41+L42
CSE4037,Reinforcement Learning,L45+L46
CSE4040,Mining Massive Data Sets,L17+L18
CSE4040,Mining Massive Data Sets,L21+L22
CSE4040,Mining Massive Data Sets,L57+L58
CSE4042,Blockchain Platforms and Applications,L55+L56
CSE4044,Software Defined Networks and Network Function Virtualization,L39+L40
ECE3001,Linear Integrated Circuits and Applications,L41+L42
ECE3001,Linear Integrated Circuits and Applications,L11+L12
ECE3001,Linear Integrated Circuits and Applications,L33+L34
ECE3001,Linear Integrated Circuits and Applications,L9+L10
SWE2006,Database Systems,L1+L2
SWE2006,Database Systems,L19+L20
SWE2006,Database Systems,L17+L18
SWE2006,Database Systems,L9+L10
SWE2006,Database Systems,L53+L54
SWE2006,Database Systems,L45+L46
SWE2006,Database Systems,L49+L50
SWE2006,Database Systems,L47+L48
SWE3001,Introduction to Computer Networks,L37+L38
SWE3001,Introduction to Computer Networks,L35+L36
SWE3001,Introduction to Computer Networks,L31+L32
SWE3001,Introduction to Computer Networks,L57+L58
SWE3001,Introduction to Computer Networks,L7+L8
SWE3001,Introduction to Computer Networks,L5+L6
SWE3001,Introduction to Computer Networks,L3+L4
SWE3005,Principles of Design Patterns,L41+L42
SWE3005,Principles of Design Patterns,L11+L12
SWE3005,Principles of Design Patterns,L39+L40
SWE4002,Software Testing,L53+L54
SWE4002,Software Testing,L29+L30
SWE4002,Software Testing,L45+L46
SWE4006,Advanced Server Side Programming,L45+L46
SWE4006,Advanced Server Side Programming,L29+L30
SWE4006,Advanced Server Side Programming,L53+L54
CSE2006,Computer Graphics,L9+L10
CSE3006,Data Visualization,L15+L16
CSE3006,Data Visualization,L39+L40
CSE3006,Data Visualization,L53+L54
CSE3006,Data Visualization,L7+L8
CSE3013,Secure Group Communications,L21+L22
CSE3013,Secure Group Communications,L27+L28
CSE3013,Secure Group Communications,L43+L44
CSE1020,Procedural Programming Using C,L47+L48
CSE1020,Procedural Programming Using C,L43+L44
CSE1020,Procedural Programming Using C,L15+L16
CSE4007,Digital Image Processing,L3+L4
CSE4007,Digital Image Processing,L9+L10
CSE4007,Digital Image Processing,L11+L12
CSE4007,Digital Image Processing,L17+L18
CSE4007,Digital Image Processing,L21+L22
CSE4007,Digital Image Processing,L27+L28
CSE4007,Digital Image Processing,L31+L32
CSE4007,Digital Image Processing,L37+L38
CSE4007,Digital Image Processing,L33+L34
CSE4007,Digital Image Processing,L57+L58
CSE4007,Digital Image Processing,L55+L56
CSE4007,Digital Image Processing,L35+L36
CSE4007,Digital Image Processing,L13+L14
CSE4007,Digital Image Processing,L47+L48
ECE1007,Sensor Systems,L55+L56
ECE1008,Sensors and Control Systems,L51+L52
ECE2001,Analog Devices and Circuits,L37+L38
ECE2001,Analog Devices and Circuits,L7+L8
ECE2001,Analog Devices and Circuits,L35+L36
ECE2001,Analog Devices and Circuits,L39+L40
ECE2006,Communication Systems,L51+L52
ECE2006,Communication Systems,L23+L24
ECE2006,Communication Systems,L55+L56
ECE2006,Communication Systems,L3+L4
ECE2007,Digital Signal Processing,L11+L12
ECE2014,Microprocessors and Microcontrollers,L41+L42
ECE2014,Microprocessors and Microcontrollers,L3+L4
ECE2014,Microprocessors and Microcontrollers,L31+L32
ECE2014,Microprocessors and Microcontrollers,L43+L44
ECE3005,CMOS VLSI Design,L51+L52
ECE3006,HDL Verification and Methodology,L31+L32
ECE3010,Speech processing,L33+L34
ECE4003,Embedded Programming,L27+L28
ECE4005,SOC Design,L21+L22
ECE4006,Analog IC Design,L3+L4
ECE4017,IoT Domain Analyst,L29+L30
ECE4018,Image Analysis and Computer Vision,L51+L52
MEC1002,Engineering Graphics,L13+L14+L21+L22
MEC2005,Fundamentals of Manufacturing Processes,L1+L2
MEC2005,Fundamentals of Manufacturing Processes,L5+L6
MEC3001,Heat and Mass Transfer,L37+L38
MEC3002,Theory of Machines,L1+L2
MEC3002,Theory of Machines,L5+L6
MEC3005,Automation in Manufacturing,L39+L40
MEC3012,Additive Manufacturing,L41+L42
MEC4003,Internal Combustion Engines,L33+L34
MEC4008,Automobile Engineering,L39+L40
MGT1001,Ethics and Values,L37+L38
MGT1001,Ethics and Values,L29+L30
MGT1001,Ethics and Values,L43+L44
MGT1001,Ethics and Values,L3+L4
MGT1001,Ethics and Values,L9+L10
MGT1001,Ethics and Values,L15+L16
MGT1001,Ethics and Values,L27+L28
MGT1001,Ethics and Values,L39+L40
MGT1001,Ethics and Values,L21+L22
MGT1001,Ethics and Values,L43+L44
MGT1001,Ethics and Values,L49+L50
MGT1001,Ethics and Values,L55+L56
MGT1001,Ethics and Values,L35+L36
